@relation rationale
@attribute sentence string
@attribute classification string
@data
' Looking_VBG at_IN the_DT first_JJ failure_NN ,_, I_PRP have_VBP a_DT simple_JJ unit_NN test_NN that_WDT demonstrates_VBZ it_PRP ,_, with_IN some_DT forensics_NNS in_IN place_NN :_: \n\n\n   __SP [_-LRB- junit4_NNS ]_-RRB- Suite_NN :_: org.apache.lucene.spatial3d.geom.GeoPolygonTest_NNP \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX  _ Edge_NNP point_NN [_-LRB- X=0.17319681511746315_NNP ,_, Y=0.007099080851812687_NNS ,_, Z=0.9826918170382273_NNP ]_-RRB- path.isWithin_JJ (_-LRB- )_-RRB- ?_.','relevant'
' false_JJ \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX  _ Edge_NNP point_NN [_-LRB- X=-0.17319681511746315_NNP ,_, Y=0.007099080851812687_NNS ,_, Z=0.9826918170382273_NNP ]_-RRB- path.isWithin_JJ (_-LRB- )_-RRB- ?_.','irrelevant'
' false_JJ \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX  _ Edge_NNP point_NN [_-LRB- X=0.08178122448583161_NN ,_, Y=0.007099080851812687_NNS ,_, Z=0.9944024015823575_NNP ]_-RRB- path.isWithin_JJ (_-LRB- )_-RRB- ?_.','irrelevant'
' false_JJ \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX  _ Edge_NNP point_NN [_-LRB- X=-0.08178122448583161_NNP ,_, Y=0.007099080851812687_NNS ,_, Z=0.9944024015823575_NNP ]_-RRB- path.isWithin_JJ (_-LRB- )_-RRB- ?_.','irrelevant'
' false_JJ \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX  _ Edge_NNP point_NN [_-LRB- X=-0.17334224446387358_NNP ,_, Y=0.0_NNP ,_, Z=0.9826918170382273_NNP ]_-RRB- path.isWithin_JJ (_-LRB- )_-RRB- ?_.','irrelevant'
' false_JJ \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX  _ Edge_NNP point_NN [_-LRB- X=-0.08208876675491342_NNP ,_, Y=0.0_NNP ,_, Z=0.9944024015823575_NNP ]_-RRB- path.isWithin_JJ (_-LRB- )_-RRB- ?_.','irrelevant'
' false_JJ \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX  _ path_NN edge_NN point_NN [_-LRB- lat=0.022713796927720124_NN ,_, lon=-0.5815768716211268_NNP ]_-RRB- isWithin_JJ (_-LRB- )_-RRB- ?_.','irrelevant'
' false_JJ minx=1.837423958880354_NN maxx=-0.16451112733444273_NN miny=0.4509495179589238_FW maxy=-0.5569131482163469_NN minz=-0.9599546014156208_FW maxz=-0.9716651859597512_NNP \n   __SP [_-LRB- junit4_NN ]_-RRB- FAILURE_NN 0.04s_CD |_NN GeoPolygonTest.testPolygonFactoryCase2_NNP <_XX <_XX <_XX \n   __SP [_-LRB- junit4_NNS ]_-RRB-    __SP >_XX Throwable_JJ #_NN 1_CD :_: java.lang.AssertionError_NN \n   __SP [_-LRB- junit4_NNS ]_-RRB-    __SP >_XX \t_ at_IN org.apache.lucene.spatial3d.geom.GeoPolygonTest.testPolygonFactoryCase2(GeoPolygonTest.java:480_RB )_-RRB- \n\n\n__SP Basically_RB what_WP this_DT means_VBZ is_VBZ that_IN nothing_NN seems_VBZ to_TO be_VB inside_IN anything_NN else_RB \x96_: and_CC yet_RB there_EX are_VBP no_DT edge_NN intersections_NNS anywhere_RB either_RB ._.','relevant'
" I_PRP 'm_VBP wondering_VBG if_IN this_DT is_VBZ a_DT result_NN of_IN granularity_NN ?_.",'relevant'
" Theoretically_RB ,_, it_PRP is_VBZ possible_JJ for_IN a_DT point_NN that_WDT is_VBZ not_RB on_IN the_DT surface_NN to_TO be_VB inside_IN an_DT XYZSolid_NNP and_CC come_VB up_RP as_IN inside_IN the_DT shape_NN as_RB well_RB ,_, even_RB if_IN there_EX is_VBZ no_DT overlap_NN between_IN the_DT solid_JJ and_CC the_DT surface_NN shape_NN ,_, because_IN the_DT shape_NN is_VBZ described_VBN by_IN planes_NNS that_WDT go_VBP through_IN the_DT center_NN of_IN the_DT earth_NN and_CC are_VBP therefore_RB not_RB perpendicular_JJ to_IN the_DT XYZSolid_NNP 's_POS boundaries_NNS ._.",'relevant'
" It_PRP does_VBZ seem_VB odd_JJ that_IN all_DT failures_NNS we_PRP 've_VB seen_VBN have_VBP been_VBN for_IN very_RB complex_JJ polygons_NNS ,_, though_RB ._.",'relevant'
" I_PRP 'll_MD verify_VB that_IN all_DT polygon_NN edges_NNS that_WDT should_MD be_VB checked_VBN for_IN intersection_NN actually_RB are_VBP being_VBG checked_VBN before_IN resorting_VBG to_IN that_DT explanation_NN ._.",'relevant'
' I_PRP verified_VBD that_IN the_DT shape_NN appears_VBZ to_TO be_VB properly_RB built_VBN ,_, with_IN the_DT right_JJ internal_JJ edges_NNS ,_, and_CC that_IN when_WRB looking_VBG for_IN edge_NN intersections_NNS it_PRP examines_VBZ the_DT correct_JJ number_NN and_CC type_NN of_IN edges_NNS ._.','relevant'
' The_DT last_JJ thing_NN to_TO verify_VB is_VBZ whether_IN the_DT edge_NN points_VBZ for_IN the_DT XYZSolid_NNP are_VBP correct_JJ ._.','relevant'
' Added_VBN more_JJR diagnostics_NNS to_TO figure_VB out_RP if_IN scaling_VBG the_DT point_NN to_IN the_DT surface_NN would_MD result_VB in_IN it_PRP leaving_VBG the_DT cell_NN ._.','relevant'
" Short_JJ answer_NN :_: no_DT :_: \n\n\n   __SP [_-LRB- junit4_NNS ]_-RRB-    __SP >_XX       __SP Cell(x=-1.0011088352687925_VB TO_IN 1.0008262509460042_CD y=-1.000763585323458_NN TO_IN 0.007099080851812687_CD z=0.9826918170382273_NN TO_IN 0.9944024015823575_CD )_-RRB- ;_: Shape_NNP relationship_NN =_SYM DISJOINT_NNP ;_: Point_NNP within_IN cell_NN =_SYM true_JJ ;_: Point_VB within_IN shape_NN =_SYM true_JJ ;_: Scaled_JJ point_NN within_IN cell_NN =_SYM true_JJ ;_: Scaled_JJ point_NN within_IN shape_NN =_SYM true_JJ \n\n\n__SP So_RB something_NN is_VBZ definitely_RB wrong_JJ with_IN the_DT intersection_NN logic_NN ,_, but_CC I_PRP 'm_VBP not_RB yet_RB clear_JJ what_WP that_DT is_VBZ ._.",'relevant'
' When_WRB trying_VBG to_TO figure_VB out_RP which_WDT part_NN of_IN the_DT five_CD polygon_NN tiles_NNS that_WDT the_DT point_NN was_VBD in_RB ,_, I_PRP discovered_VBD something_NN odd_JJ about_IN this_DT poly_NN :_: \n\n\n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX Is_VBZ point_NN within_IN p1_DT section_NN ?_.','relevant'
' false_JJ \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX Is_VBZ point_NN within_IN p2_NN section_NN ?_.','irrelevant'
' true_JJ \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX Is_VBZ point_NN within_IN p3_NN section_NN ?_.','irrelevant'
' false_JJ \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX Is_VBZ point_NN within_IN concave_NN section_NN ?_.','irrelevant'
' false_JJ \n   __SP [_-LRB- junit4_NN ]_-RRB-   __SP 2_CD >_XX Is_VBZ point_NN within_IN p5_DT section_NN ?_.','irrelevant'
' true_JJ \n\n\n__SP The_DT point_NN is_VBZ within_IN TWO_CD parts_NNS of_IN the_DT composite_JJ polygon_NN ._.','relevant'
' This_DT is_VBZ ,_, of_IN course_NN ,_, nonsense_NN unless_IN the_DT point_NN happens_VBZ to_TO be_VB on_IN a_DT shared_VBN edge_NN between_IN the_DT two_CD ._.','relevant'
" But_CC these_DT two_CD do_VBP n't_RB even_RB share_VB an_DT edge_NN ._.",'relevant'
" I_PRP 'm_VBP forced_VBN to_TO conclude_VB that_IN the_DT polygon_NN itself_PRP is_VBZ broken_VBN in_IN some_DT subtle_JJ way_NN that_WDT is_VBZ undetected_JJ at_IN the_DT time_NN the_DT poly_NN is_VBZ being_VBG constructed_VBN ._.",'relevant'
" I_PRP 'll_MD look_VB at_IN that_DT next_JJ ._.",'irrelevant'
' Ok_UH ,_, found_VBD the_DT problem_NN ._.','irrelevant'
' Cut_VB and_CC paste_VB error_NN in_IN complex_JJ polygon_NN building_NN ._.','relevant'
' Resolves_VBZ the_DT first_JJ problem_NN ,_, confirming_VBG the_DT second_NN ._.','relevant'
" Commit_VB d377e7fd34b4ace829ee6d4ba0486500aaef506b_NN in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_SYM master_NN from_IN Karl_NNP Wright_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=d377e7f_NNP ]_-RRB- \n_ LUCENE-7197_NNPS :_: Fix_VB two_CD test_NN failures_NNS and_CC add_VB more_JJR forensics_NNS that_WDT helped_VBD resolve_VB the_DT issue_NN ._.",'irrelevant'
" Commit_NNP 65a69b9757a6cd0a8e8be0ed08797643054634b1_CD in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_, branch_6x_NNS from_IN Karl_NNP Wright_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=65a69b9_NNP ]_-RRB- \n_ LUCENE-7197_NNPS :_: Fix_VB two_CD test_NN failures_NNS and_CC add_VB more_JJR forensics_NNS that_WDT helped_VBD resolve_VB the_DT issue_NN ._.",'irrelevant'
" I_PRP augmented_VBD Michael_NNP McCandless_NNP 's_POS explain_NN output_NN to_TO include_VB relationship_NN information_NN ,_, which_WDT then_RB leads_VBZ to_IN the_DT following_VBG line_NN in_IN the_DT forensics_NNS dump_VBP from_IN this_DT failure_NN :_: \n\n\n   __SP [_-LRB- junit4_NNS ]_-RRB-    __SP >_XX       __SP Cell(x=-1.0011088352687925_VB TO_IN 1.0008262509460042_CD y=-1.000763585323458_NN TO_IN 0.007099080851812687_CD z=0.9826918170382273_NN TO_IN 0.9944024015823575_CD )_-RRB- ;_: Shape_NNP relationship_NN =_SYM DISJOINT_NNP ;_: Point_NNP within_IN cell_NN =_SYM true_JJ ;_: Point_VB within_IN shape_NN =_SYM true_JJ \n\n\n__SP From_IN this_DT it_PRP looked_VBD plausible_JJ that_IN the_DT cell_NN is_VBZ off_IN the_DT top_NN of_IN the_DT world_NN in_IN z_NN ,_, and_CC thus_RB did_VBD not_RB intersect_VB with_IN it_PRP for_IN that_DT reason_NN ._.",'relevant'
" But_CC :_: \n\n\n   __SP [_-LRB- junit4_NNS ]_-RRB-    __SP >_XX   __SP world_NN bounds=_VBZ (_-LRB- minX=-1.0011188539924791_JJ maxX=1.0011188539924791_JJ minY=-1.0011188539924791_NNP maxY=1.0011188539924791_JJ minZ=-0.9977622920221051_NN maxZ=0.9977622920221051_NN \n\n\n__SP So_RB I_PRP 'll_MD have_VB to_TO work_VB a_DT bit_NN harder_RBR to_TO see_VB why_WRB no_DT intersection_NN is_VBZ detected_VBN ._.",'relevant'
' Yay_JJ forensics_NNS !_.','irrelevant'
' +_SYM 1_CD ,_, we_PRP should_MD roll_VB our_PRP$ own_JJ ,_, hopefully_RB correctly_RB this_DT time_NN','relevant'
' It_PRP does_VBZ seem_VB buggy_JJ that_IN even_RB StrictMath_NNP shows_VBZ this_DT difference_NN between_IN versions_NNS ._.','relevant'
' WTF_NNP is_VBZ the_DT point_NN of_IN StrictMath_NNP then_RB ?_.','relevant'
' This_DT is_VBZ a_DT simple_JJ multiplication_NN ,_, computed_VBD using_VBG two_CD well_RB -_HYPH known_VBN constants_NNS :_: pi_NN and_CC 180.0_CD ._.','irrelevant'
' How_WRB can_MD this_DT possibly_RB be_VB inexact_NN ?_. ?_.','relevant'
' See_VB the_DT linked_VBN openjdk_NN issue_NN ._.','irrelevant'
' Looks_VBZ like_IN they_PRP changed_VBD it_PRP from_IN division_NN to_TO inverse_JJ multiplication_NN ._.','relevant'
' IMO_RB at_IN least_JJS StrictMath_NNP should_MD not_RB have_VB this_DT optimization_NN ..._.','relevant'
' IMO_RB at_IN least_JJS StrictMath_NNP should_MD not_RB have_VB this_DT optimization_NN ..._: \n_ +_SYM 1_CD for_IN that_DT ._.','relevant'
" StrictMath_NNP does_VBZ n't_RB say_VB anything_NN about_IN being_VBG constant_JJ in_IN time_NN ,_, all_DT it_PRP says_VBZ is_VBZ ,_, basically_RB :_: \n_ To_TO help_VB ensure_VB portability_NN of_IN Java_NNP programs_NNS ,_, the_DT definitions_NNS of_IN some_DT of_IN the_DT numeric_JJ functions_NNS in_IN this_DT package_NN require_VBP that_IN they_PRP produce_VBP the_DT same_JJ results_NNS as_IN certain_JJ published_VBN algorithms_NNS ._.",'relevant'
' [_-LRB- ..._NFP ]_-RRB- The_DT Java_NNP math_NN library_NN is_VBZ defined_VBN with_IN respect_NN to_IN fdlibm_NNS version_NN 5.3_CD ._.','irrelevant'
" And_CC fdlibm_NNS does_VBZ n't_RB have_VB these_DT conversion_NN methods_NNS ,_, so_CC it_PRP 's_VBZ not_RB violating_VBG its_PRP$ spec_NN ?_.",'irrelevant'
' Then_RB why_WRB does_VBZ StrictMath.java_NNP have_VB a_DT separate_JJ toRadians_NNS method_NN at_RB all_RB with_IN strictfp_NN ?_.','relevant'
" That_DT 's_VBZ what_WP I_PRP 'm_VBP saying_VBG \x96_: I_PRP do_VBP n't_RB know_VB !_.",'irrelevant'
" And_CC seriously_RB ,_, I_PRP think_VBP it_PRP indeed_RB misses_VBZ the_DT point_NN :_: if_IN StrictMath_NNP does_VBZ have_VB this_DT method_NN and_CC the_DT reference_NN (_-LRB- fdlibm_NNS )_-RRB- does_VBZ n't_RB have_VB it_PRP then_RB it_PRP should_MD at_IN least_JJS stick_VB to_IN identical_JJ implementation_NN ._.",'relevant'
' I_PRP would_MD file_VB a_DT bug_NN ._.','irrelevant'
" strictfp_NN is_VBZ another_DT issue_NN ;_: in_IN reality_NN you_PRP wo_MD n't_RB be_VB able_JJ to_TO keep_VB floating_VBG point_NN computations_NNS exact_JJ (_-LRB- unless_IN you_PRP declare_VBP everything_NN as_IN strictfp_NN )_-RRB- because_IN of_IN processor_NN -_HYPH dependent_JJ truncations_NNS and_CC roundings_NNS ?_.",'relevant'
' I_PRP recall_VBP we_PRP did_VBD hit_VB it_PRP once_RB (_-LRB- a_DT long_JJ time_NN ago_RB )_-RRB- when_WRB we_PRP tested_VBD on_IN sparcs_NNS ,_, amds_NNS and_CC intels_NNS in_IN parallel_NN \x96_: we_PRP had_VBD reference_NN results_NNS of_IN matrix_NN computations_NNS (_-LRB- in_IN high_JJ precision_NN )_-RRB- and_CC there_EX was_VBD some_DT inaccuracies_NNS in_IN tiny_JJ digits_NNS ._.','relevant'
' I_PRP know_VBP what_WP it_PRP does_VBZ ,_, i_PRP am_VBP saying_VBG it_PRP makes_VBZ no_DT sense_NN to_TO have_VB the_DT method_NN there_RB at_RB all_RB if_IN its_PRP$ result_NN may_MD change_VB ._.','relevant'
" Commit_VB a4bf526a62dbf5e2c3fed6d98112c71ed33e15d6_NNP in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_SYM master_NN from_IN Karl_NNP Wright_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=a4bf526_NN ]_-RRB- \n_ LUCENE-7194_NNP :_: Roll_VB our_PRP$ own_JJ toRadians_NNS (_-LRB- )_-RRB- method_NN ,_, and_CC also_RB make_VB it_PRP less_RBR likely_JJ we_PRP 'll_MD need_VB to_TO restaple_VB the_DT toString_NN (_-LRB- )_-RRB- tests_NNS ._.",'irrelevant'
" Commit_VB f6be813308133de06e08717309750e1f47dd73d1_NN in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_, branch_6x_NNS from_IN Karl_NNP Wright_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=f6be813_NNP ]_-RRB- \n_ LUCENE-7194_NNP :_: Roll_VB our_PRP$ own_JJ toRadians_NNS (_-LRB- )_-RRB- method_NN ,_, and_CC also_RB make_VB it_PRP less_RBR likely_JJ we_PRP 'll_MD need_VB to_TO restaple_VB the_DT toString_NN (_-LRB- )_-RRB- tests_NNS ._.",'irrelevant'
' +_SYM 1_CD to_IN rolling_VBG our_PRP$ own_JJ in_IN any_DT case_NN ._.','relevant'
' Committed_JJ changes_NNS to_IN the_DT spatial3d_JJ module_NN for_IN this_DT purpose_NN ._.','relevant'
" Not_RB sure_JJ where_WRB else_RB it_PRP 's_VBZ used_VBN ?_.",'relevant'
' Thanks_NNS Karl_NNP Wright_NNP ._.','irrelevant'
" I_PRP think_VBP we_PRP should_MD just_RB add_VB this_DT to_IN our_PRP$ forbidden_JJ API_NN list_NN ,_, then_RB see_VB what_WP fails_VBZ (_-LRB- because_IN it_PRP 's_VBZ using_VBG these_DT APIs_NNS )_-RRB- ,_, and_CC correct_VB them_PRP ..._.",'relevant'
' Michael_NNP McCandless_NNP How_WRB do_VBP I_PRP add_VB these_DT to_IN the_DT forbidden_JJ API_NN list_NN ?_.','irrelevant'
' Karl_NNP Wright_NNP Oh_UH ,_, I_PRP think_VBP you_PRP just_RB add_VBP it_PRP to_TO lucene_VB /_SYM tools_NNS /_SYM forbiddenApis_NNP /_SYM lucene.txt_ADD ?_.','irrelevant'
' And_CC then_RB run_VB ant_NN precommit_NN and_CC you_PRP should_MD see_VB failures_NNS from_IN places_NNS using_VBG these_DT APIs_NNS ..._.','irrelevant'
" Here_RB 's_VBZ what_WP it_PRP spits_VBZ out_RP :_: \n\n\n__SP [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB- Forbidden_JJ method_NN invocation_NN :_: java.lang.Math#toRadians(double_JJ )_-RRB- [_-LRB- Use_NNP NIO.2_NNP instead_RB ]_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB-   __SP in_IN org.apache.lucene.geo.Rectangle_NNP (_-LRB- Rectangle.java:94_NNP )_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB- Forbidden_JJ method_NN invocation_NN :_: java.lang.Math#toRadians(double_JJ )_-RRB- [_-LRB- Use_NNP NIO.2_NNP instead_RB ]_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB-   __SP in_IN org.apache.lucene.geo.Rectangle_NNP (_-LRB- Rectangle.java:95_NNP )_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB- Forbidden_JJ method_NN invocation_NN :_: java.lang.Math#toDegrees(double_JJ )_-RRB- [_-LRB- Use_NNP NIO.2_NNP instead_RB ]_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB-   __SP in_IN org.apache.lucene.geo.Rectangle_NNP (_-LRB- Rectangle.java:121_NNP )_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB- Forbidden_JJ method_NN invocation_NN :_: java.lang.Math#toDegrees(double_JJ )_-RRB- [_-LRB- Use_NNP NIO.2_NNP instead_RB ]_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB-   __SP in_IN org.apache.lucene.geo.Rectangle_NNP (_-LRB- Rectangle.java:121_NNP )_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB- Forbidden_JJ method_NN invocation_NN :_: java.lang.Math#toDegrees(double_JJ )_-RRB- [_-LRB- Use_NNP NIO.2_NNP instead_RB ]_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB-   __SP in_IN org.apache.lucene.geo.Rectangle_NNP (_-LRB- Rectangle.java:121_NNP )_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB- Forbidden_JJ method_NN invocation_NN :_: java.lang.Math#toDegrees(double_JJ )_-RRB- [_-LRB- Use_NNP NIO.2_NNP instead_RB ]_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB-   __SP in_IN org.apache.lucene.geo.Rectangle_NNP (_-LRB- Rectangle.java:121_NNP )_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB- Forbidden_JJ method_NN invocation_NN :_: java.lang.Math#toRadians(double_JJ )_-RRB- [_-LRB- Use_NNP NIO.2_NNP instead_RB ]_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB-   __SP in_IN org.apache.lucene.geo.Rectangle_NN (_-LRB- Rectangle.java:151_NN )_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB- Forbidden_JJ method_NN invocation_NN :_: java.lang.Math#toDegrees(double_JJ )_-RRB- [_-LRB- Use_NNP NIO.2_NNP instead_RB ]_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB-   __SP in_IN org.apache.lucene.geo.Rectangle_NN (_-LRB- Rectangle.java:169_NNP )_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB- Forbidden_JJ method_NN invocation_NN :_: java.lang.Math#toRadians(double_JJ )_-RRB- [_-LRB- Use_NNP NIO.2_NNP instead_RB ]_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB-   __SP in_IN org.apache.lucene.util.SloppyMath_NN (_-LRB- SloppyMath.java:212_NNP )_-RRB- \n_ [_-LRB- forbidden_VBN -_HYPH apis_NN ]_-RRB- Scanned_VBN 2733_CD (_-LRB- and_CC 585_CD related_JJ )_-RRB- class_NN file(s_CD )_-RRB- for_IN forbidden_JJ API_NNP \n_ invocations_NNS (_-LRB- in_IN 2.98s_NN )_-RRB- ,_, 9_CD error(s_IN )_-RRB- ._.",'irrelevant'
' Robert_NNP Muir_NNP :_: Is_VBZ this_DT still_RB needed_VBN ?_.','irrelevant'
' In_IN SloppyMath.java_NNP I_PRP see_VBP the_DT following_VBG :_: \n\n\n  __SP //_SYM haversin_NN \n  __SP //_SYM TODO_NN :_: remove_VB these_DT for_IN java_NN 9_CD ,_, they_PRP fixed_VBD Math.toDegrees()/toRadians_NNS (_-LRB- )_-RRB- to_TO work_VB just_RB like_IN this_DT ._.','relevant'
' public_JJ static_JJ final_JJ double_JJ TO_RADIANS_NNS =_SYM Math_NNP ._. PI_NNP /_SYM 180D_CD ;_: \n  __SP public_JJ static_JJ final_JJ double_JJ TO_DEGREES_NN =_SYM 180D_CD /_SYM Math_NNP ._. PI_NNP ;_: \n\n\n__SP ..._NFP which_WDT leads_VBZ me_PRP to_TO wonder_VB if_IN Java_NNP 9_CD was_VBD fixed_VBN and_CC we_PRP should_MD instead_RB be_VB using_VBG Math.toDegrees()/toRadians_NNS (_-LRB- )_-RRB- everywhere_RB ?_.','relevant'
' Maybe_RB Uwe_NNP Schindler_NNP knows_VBZ ?_.','irrelevant'
" Here_RB 's_VBZ the_DT patch_NN",'relevant'
" Commit_NN b11e48c7553daed127b1b231641d7367a09aed1b_NN in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_SYM master_NN from_IN Karl_NNP Wright_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=b11e48c_NN ]_-RRB- \n_ LUCENE-7194_NNP :_: Ban_NNP Math.toRadians_NNS and_CC Math.toDegrees_NNS",'irrelevant'
" Commit_VB 40ca6f1d64ab8ec2e873c2a6c6815ca449b046a4_CD in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_, branch_6x_NNS from_IN Karl_NNP Wright_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=40ca6f1_NNP ]_-RRB- \n_ LUCENE-7194_NNP :_: Ban_NNP Math.toRadians_NNS and_CC Math.toDegrees_NNS",'irrelevant'
" Commit_VB 388d388c990c8d9e05ec9ba9bc881fdc921e734b_NNS in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_, branch_6x_NNS from_IN Karl_NNP Wright_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=388d388_NN ]_-RRB- \n_ LUCENE-7194_NNP :_: Ban_NNP Math.toRadians_NNS ,_, Math.toDegrees_NNS",'irrelevant'
' Thank_VBP you_PRP Karl_NNP Wright_NNP !_.','irrelevant'
" Yikes_UH ,_, I_PRP 'll_MD take_VB it_PRP ._.",'irrelevant'
' Patch_VB ._.','irrelevant'
' I_PRP also_RB hit_VBD and_CC fixed_VBD a_DT separate_JJ bug_NN in_IN InetAddressPoint.newSetQuery_NN where_WRB it_PRP hit_VBD an_DT exception_NN if_IN you_PRP tried_VBD to_TO pass_VB more_JJR than_IN one_CD InetAddress_NNP in_IN the_DT set_NN   __SP Sheesh_VBP ._.','relevant'
' s_LS /_SYM comparsion_NN /_SYM comparison/_NN but_CC otherwise_RB +_SYM 1_CD to_IN the_DT patch_NN','relevant'
' nice_JJ find_NN !_.','irrelevant'
" Commit_NN 770e508fd3d908e9bf7997361299af96aa437b75_CD in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_SYM master_NN from_IN Mike_NNP McCandless_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=770e508_NN ]_-RRB- \n_ LUCENE-7085_NNP :_: PointRangeQuery.equals_NNS sometimes_RB returns_VBZ false_JJ even_RB if_IN queries_NNS were_VBD in_IN fact_NN equal_JJ",'irrelevant'
" Commit_VB 9f8fe1239afb7089b9f85432d076bdd778d3cd50_CD in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_, branch_6x_NNS from_IN Mike_NNP McCandless_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=9f8fe12_NNP ]_-RRB- \n_ LUCENE-7085_NNP :_: PointRangeQuery.equals_NNS sometimes_RB returns_VBZ false_JJ even_RB if_IN queries_NNS were_VBD in_IN fact_NN equal_JJ",'irrelevant'
" Commit_NN f0ed113bb6ebed008bc9aa5954e12de98d62c951_NN in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_SYM branch_6_0_NNP from_IN Mike_NNP McCandless_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=f0ed113_NNP ]_-RRB- \n_ LUCENE-7085_NNP :_: PointRangeQuery.equals_NNS sometimes_RB returns_VBZ false_JJ even_RB if_IN queries_NNS were_VBD in_IN fact_NN equal_JJ",'irrelevant'
' What_WDT a_DT nice_JJ catch_NN ,_, thanks_NNS Adrien_NNP Grand_NNP !_.','irrelevant'
' I_PRP just_RB want_VBP to_TO be_VB sure_JJ that_IN maybe_RB others_NNS also_RB tested_VBD it_PRP with_IN his_PRP$ /_SYM her_PRP$ Git_NNP installation_NN ._.','irrelevant'
